Model,Name,MAC address,Public IP,Uplink IP (Port 1),Uplink IP (Port 2),Tags,Network,Serial number,Clients,Usage,Contacted at,Configuration status
MX67,08:f1:b3:65:61:21,08:f1:b3:65:61:21,159.196.220.204,192.168.1.106,,,VIC - Morwell,Q2FY-AQYK-B7PG,0,None,2 minutes ago,Up to date
MX67,08:f1:b3:66:15:7b,08:f1:b3:66:15:7b,110.142.97.133,192.168.15.2,,,VIC-LLD-Camperdown,Q2FY-H2AW-CQC2,11,5.23 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:15:b7,08:f1:b3:66:15:b7,120.151.195.94,192.168.15.2,,,VIC-LLD-Colac,Q2FY-H2FM-FLRY,16,7.58 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:1b:45,08:f1:b3:66:1b:45,110.142.110.63,192.168.15.2,,,VIC-LLD-Drysdale,Q2FY-H86F-Z795,16,5.35 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:1f:b9,08:f1:b3:66:1f:b9,165.228.184.115,192.168.15.2,,,VIC-LLD-Portland,Q2FY-HCVC-3M4U,8,6.10 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:26:c1,08:f1:b3:66:26:c1,165.228.34.134,192.168.15.2,,,VIC-LLD-Newcomb,Q2FY-HMGV-427G,13,4.42 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:26:d9,08:f1:b3:66:26:d9,165.228.16.224,192.168.15.2,,,VIC-LLD-Warrnambool Warehouse,Q2FY-HMPF-K4Z7,10,2.95 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:27:0f,08:f1:b3:66:27:0f,203.45.75.235,192.168.15.5,,,VIC-LLD-Warrnambool Shop,Q2FY-HN23-TFAV,3,5.37 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:28:1d,08:f1:b3:66:28:1d,120.151.226.68,192.168.15.2,,,VIC-LLD-Grovedale,Q2FY-HP4F-2QJM,14,6.98 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:2a:93,08:f1:b3:66:2a:93,101.178.218.133,192.168.15.2,,,NSW-LLD-Tamworth No Use,Q2FY-HRWS-2BBT,0,None,13 months ago,Not up to date
MX67,08:f1:b3:66:2b:17,08:f1:b3:66:2b:17,110.142.35.156,110.142.35.156,,,VIC-LLD-Moonee Ponds,Q2FY-HSM3-Y63T,11,6.08 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:2d:69,08:f1:b3:66:2d:69,165.228.139.46,165.228.139.46,,,VIC-LLD-Breakwater,Q2FY-HV7R-QCY8,23,21.11 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:31:17,08:f1:b3:66:31:17,110.143.109.135,192.168.15.2,, recently-added ,VIC-LLD-Port Fairy,Q2FY-HZB4-QGBQ,11,12.14 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:38:91,08:f1:b3:66:38:91,101.187.15.218,192.168.15.2,,,VIC-LLD-Belmont,Q2FY-J9AR-VJXB,10,5.82 GB,2 minutes ago,Up to date
MX67,08:f1:b3:66:3a:41,08:f1:b3:66:3a:41,110.142.87.91,110.142.87.91,,,NSW-LLD-Armidale,Q2FY-JBA3-WRLA,14,13.48 GB,2 minutes ago,Up to date
MR33,68:3a:1e:32:04:93,68:3a:1e:32:04:93,110.142.35.156,192.168.128.3,, recently-added ,VIC-LLD-Moonee Ponds,Q2PD-4P7L-VEB2,7,5.21 GB,2 minutes ago,Up to date
MR33,68:3a:1e:32:30:6e,68:3a:1e:32:30:6e,27.32.231.106,192.168.128.3,, recently-added ,VIC-Albans,Q2PD-C3LT-Q36Z,4,18.29 GB,2 minutes ago,Up to date
MR33,68:3a:1e:32:30:c5,68:3a:1e:32:30:c5,14.200.94.30,192.168.128.6,,,NSW-Lismore,Q2PD-C7G2-UZYW,12,23.61 GB,2 minutes ago,Up to date
MR33,68:3a:1e:32:31:09,68:3a:1e:32:31:09,101.187.252.144,192.168.128.3,,,NSW-LLD-Ballina,Q2PD-CBES-QSTV,6,3.57 GB,2 minutes ago,Up to date
MR33,68:3a:1e:32:31:7d,68:3a:1e:32:31:7d,14.200.94.30,192.168.128.7,,,NSW-Lismore,Q2PD-CGG6-DBR8,5,18.98 GB,2 minutes ago,Up to date
MS210-24P,68:3a:1e:63:02:28,68:3a:1e:63:02:28,60.240.251.22,192.168.128.2,,,QLD-MAROOCHYDORE,Q2SX-L98Z-ZX8F,17,41.31 GB,2 minutes ago,Up to date
MS210-24P,68:3a:1e:63:1a:a8,68:3a:1e:63:1a:a8,14.201.212.242,10.120.3.4,,,NSW-Balgowlah,Q2SX-LNTB-AE45,13,104.75 GB,2 minutes ago,Up to date
MS210-24P,68:3a:1e:63:6f:e8,68:3a:1e:63:6f:e8,123.243.29.158,10.120.8.2,,,NSW-Gordon,Q2SX-TBXE-VCDA,19,200.47 GB,2 minutes ago,Up to date
MS210-24P,68:3a:1e:63:71:08,68:3a:1e:63:71:08,123.243.29.158,10.120.11.14,,,NSW-Parramatta,Q2SX-TC6E-E4FM,23,67.29 GB,2 minutes ago,Up to date
MS210-24P,68:3a:1e:63:75:68,68:3a:1e:63:75:68,14.203.218.174,192.168.128.3,, recently-added ,VIC NARRM,Q2SX-VKWH-R3NR,20,54.26 GB,2 minutes ago,Up to date
MS210-24P,68:3a:1e:63:79:08,68:3a:1e:63:79:08,60.240.251.46,192.168.128.2,,,NSW-Sydney CBD,Q2SX-VMFW-HMTL,21,138.24 GB,2 minutes ago,Up to date
MS210-24P,68:3a:1e:63:7c:08,68:3a:1e:63:7c:08,60.242.246.10,192.168.128.3,, 24P recently-added ,QLD-Brisbane-AnnSt,Q2SX-VPGY-EHVL,16,32.30 GB,2 minutes ago,Up to date
MS210-24P,68:3a:1e:63:7e:08,68:3a:1e:63:7e:08,27.33.91.218,192.168.128.2,,,SA-Adelaide,Q2SX-VQFC-X8BL,15,88.69 GB,2 minutes ago,Up to date
MR33,AP MR33 Office Central,68:3a:1e:32:30:d5,60.240.175.102,192.168.128.2,, recently-added ,NSW-LLD-Islington,Q2PD-C87Z-G4VG,32,26.37 GB,2 minutes ago,Up to date
MR36,AP MR36 Counselling,e4:55:a8:ad:8e:ad,60.240.175.102,192.168.128.6,,,NSW-LLD-Islington,Q3KA-3CU3-TY45,0,None,4.1 months ago,Not up to date
MR36,AP MR36 Finance Room,e4:55:a8:ad:90:ee,60.240.175.102,192.168.128.5,,,NSW-LLD-Islington,Q3KA-9ELW-8EUN,29,31.03 GB,2 minutes ago,Up to date
MS120-24,AU01-MS120-SW-01,34:56:fe:33:18:c8,123.243.29.158,10.40.2.6,,,NSW-DC Sydney,Q2DX-JALQ-S7U4,3,1.54 TB,2 minutes ago,Up to date
MS120-24,AU01-MS120-SW-02,34:56:fe:32:8c:46,123.243.29.158,10.40.2.7,,,NSW-DC Sydney,Q2DX-A4UE-P36U,2,175.12 GB,2 minutes ago,Up to date
MS120-24,AU01-MS120-SW-03,34:56:fe:32:a7:1c,123.243.29.158,10.40.7.6,,,NSW-DC Sydney,Q2DX-B4M4-GH2V,42,471.22 GB,2 minutes ago,Up to date
MS120-24,AU01-MS120-SW-04,0c:8d:db:0a:8e:d6,123.243.29.158,10.40.7.7,,,NSW-DC Sydney,Q2DX-PX8K-SZUX,8,102.15 GB,2 minutes ago,Up to date
MX84,AU01-MX84-MX-01,ac:17:c8:22:bd:10,123.243.29.158,10.40.7.4,,,NSW-DC Sydney,Q2PN-8BNQ-RL82,2,4.29 GB,2 minutes ago,Up to date
MX84,AU01-MX84-MX-02,ac:17:c8:22:d4:a0,123.243.29.158,10.40.7.5,,,NSW-DC Sydney,Q2PN-2RCV-W3XU,0,None,2 minutes ago,Up to date
MS120-24,AU02-MS120-SW-01,34:56:fe:32:18:06,14.201.212.242,10.50.2.6,,,VIC-DC Melbourne,Q2DX-3JSW-PE4F,3,736.50 GB,2 minutes ago,Up to date
MS120-24,AU02-MS120-SW-02,34:56:fe:b3:e9:e4,14.201.212.242,10.50.2.7,,,VIC-DC Melbourne,Q2DX-DTE5-3YEP,2,106.00 GB,2 minutes ago,Up to date
MS120-24,AU02-MS120-SW-03,34:56:fe:34:fb:3e,14.201.212.242,10.50.7.6,,,VIC-DC Melbourne,Q2DX-KWKG-GHXB,24,100.98 GB,2 minutes ago,Up to date
MS120-24,AU02-MS120-SW-04,34:56:fe:33:15:bc,14.201.212.242,10.50.7.7,,,VIC-DC Melbourne,Q2DX-J3TF-XA5Y,8,23.30 GB,2 minutes ago,Up to date
MX84,AU02-MX84-MX-01,ac:17:c8:22:c6:30,14.201.212.242,10.50.7.4,,,VIC-DC Melbourne,Q2PN-6B4J-ZSM4,2,2.50 GB,2 minutes ago,Up to date
MX84,AU02-MX84-MX-02,ac:17:c8:23:00:b0,14.201.212.242,10.50.7.5,,,VIC-DC Melbourne,Q2PN-P73Z-K8HR,0,None,2 minutes ago,Up to date
MS120-8FP,Bathurst-MS120-SW-01,ac:17:c8:65:da:09,14.201.212.242,10.120.4.8,, recently-added ,NSW-Bathurst,Q2CX-692T-SNVP,9,20.53 GB,2 minutes ago,Up to date
MS210-48LP,Bottom-SW2,68:3a:1e:70:c1:f0,60.240.51.190,192.168.200.3,,,NSW-Sydney National Office Level 12,Q2UX-6WRG-NVLW,261,406.02 GB,2 minutes ago,Up to date
MR36,BottomSW29 MR36,e4:55:a8:94:4c:5c,60.240.51.190,192.168.200.14,,,NSW-Sydney National Office Level 12,Q3AJ-KPZ3-VVZC,67,23.08 GB,2 minutes ago,Up to date
MX67,Bryon Bay Router,ac:17:c8:cf:dd:47,120.151.205.72,192.168.15.2,,,NSW-LLD-Byron Bay,Q2FY-BN6N-UTAS,8,10.56 GB,2 minutes ago,Up to date
MR33,Byron Bay AP,68:3a:1e:32:30:e8,120.151.205.72,192.168.128.4,,,NSW-LLD-Byron Bay,Q2PD-C98M-PDAQ,4,4.20 GB,2 minutes ago,Up to date
MS130-8P,Byron Bay SW,bc:33:40:c0:d2:f7,120.151.205.72,192.168.128.3,,,NSW-LLD-Byron Bay,Q4CB-BBQW-2BAW,7,10.40 GB,2 minutes ago,Up to date
MX67,Cardiff Router,ac:17:c8:d0:19:2f,120.151.132.89,192.168.15.3,, recently-added ,NSW-LLD-Cardiff,Q2FY-Z97K-94F5,5,3.64 GB,2 minutes ago,Up to date
MS130-8P,Cardiff SW,bc:33:40:c0:e9:de,120.151.132.89,192.168.128.3,, recently-added ,NSW-LLD-Cardiff,Q4CB-WUFQ-ESC8,5,7.25 GB,2 minutes ago,Up to date
MR33,Casino AP,68:3a:1e:32:30:ed,203.45.55.88,192.168.128.3,,,NSW-LLD-Casino,Q2PD-C9KJ-XDW5,9,15.28 GB,2 minutes ago,Up to date
MX67,Casino Router,ac:17:c8:d0:1b:cf,203.45.55.88,203.45.55.88,,,NSW-LLD-Casino,Q2FY-ZFD7-YGHA,13,15.81 GB,2 minutes ago,Up to date
MS130-8P,Casino SW,bc:33:40:c0:d9:8a,203.45.55.88,192.168.128.2,, recently-added ,NSW-LLD-Casino,Q4CB-VFQK-5JUE,12,15.69 GB,2 minutes ago,Up to date
MR36,East Maitland AP,e4:55:a8:94:4a:67,144.139.0.61,192.168.128.2,,,NSW-LLD-East Maitland,Q3AJ-LCEH-HAWQ,10,3.40 GB,2 minutes ago,Up to date
MX67,East Maitland Router,ac:17:c8:cf:f7:3f,144.139.0.61,144.139.0.61,,,NSW-LLD-East Maitland,Q2FY-WK9J-KA5K,15,6.26 GB,2 minutes ago,Up to date
MS130-8P,East Maitland SW,bc:33:40:c0:c8:86,144.139.0.61,192.168.128.3,,,NSW-LLD-East Maitland,Q4CB-SCKP-ERNC,14,6.10 GB,2 minutes ago,Up to date
MS130-8P,EastGosfordSW,bc:33:40:c0:db:fd,120.151.236.153,192.168.128.2,,,NSW-LLD-East Gosford,Q4CB-A29E-3LQC,14,5.62 GB,2 minutes ago,Up to date
MR33,Goonellabah AP,68:3a:1e:32:30:a0,120.150.136.75,192.168.128.3,,,NSW-LLD-Goonellabah,Q2PD-C5WL-CA6W,11,21.09 GB,2 minutes ago,Up to date
MX67,Goonellabah MX67,08:f1:b3:65:46:ed,120.150.136.75,192.168.15.3,,,NSW-LLD-Goonellabah,Q2FY-9UA2-C9AV,13,21.81 GB,2 minutes ago,Up to date
MS130-8P,Goonellabah SW,bc:33:40:c0:de:7b,120.150.136.75,192.168.128.2,, recently-added ,NSW-LLD-Goonellabah,Q4CB-GSF5-75PA,12,21.70 GB,2 minutes ago,Up to date
MR33,Gosford AP,68:3a:1e:32:11:e9,101.187.252.149,192.168.128.3,, recently-added ,NSW-LLD-Gosford,Q2PD-VYEH-P938,4,97.71 GB,2 minutes ago,Up to date
MX67,Gosford MX67,ac:17:c8:cf:fc:e5,101.187.252.149,101.187.252.149,,,NSW-LLD-Gosford,Q2FY-X2TS-35SN,7,98.17 GB,2 minutes ago,Up to date
MS130-8P,Gosford SW,bc:33:40:c0:c6:c3,101.187.252.149,192.168.128.2,, recently-added ,NSW-LLD-Gosford,Q4CB-69JX-6GEU,6,98.05 GB,2 minutes ago,Up to date
MR33,Hamilton North AP,68:3a:1e:32:10:7a,110.142.215.211,192.168.128.4,, recently-added ,NSW-LLD-Hamilton North,Q2PD-VGL3-73YB,8,1.94 GB,2 minutes ago,Up to date
MX67,Hamilton North MX67,ac:17:c8:d0:1d:7f,110.142.215.211,192.168.15.2,, recently-added ,NSW-LLD-Hamilton North,Q2FY-ZK7D-W6EL,12,7.62 GB,2 minutes ago,Up to date
MS130-8P,Hamilton North SW,bc:33:40:c0:cf:c9,110.142.215.211,192.168.128.3,,,NSW-LLD-Hamilton North,Q4CB-9DU2-EZ7G,11,7.43 GB,2 minutes ago,Up to date
MS130-8P,IT-SW02,bc:33:40:c1:04:1f,,,,,NSW-Sydney National Office Level 12,Q4CB-A328-WK7C,0,None,never,Not up to date
MS120-24P,Islington office SW01,00:84:1e:0c:62:8f,60.240.175.102,192.168.128.4,,,NSW-LLD-Islington,Q4DD-SATB-XZZK,62,31.27 GB,2 minutes ago,Up to date
MS210-24P,LA-NSW-LIS-MS-02,68:3a:1e:63:79:68,14.200.94.30,10.110.99.19,, recently-added ,NSW-Lismore,Q2SX-VMTB-D9D9,20,106.99 GB,2 minutes ago,Up to date
MS120-8FP,LA-NSW-PortM-MS-02,ac:17:c8:65:c7:37,123.243.29.158,10.120.12.8,, recently-added ,NSW-Port Macquarie,Q2CX-4AA6-F8HH,6,39.03 GB,2 minutes ago,Up to date
MX84,LLA NAT SYD RT01,e0:cb:bc:9d:4a:c0,60.240.51.190,60.240.51.190,, LLA-NationalOfficeMX ,NSW-Sydney National Office Level 12,Q2PN-DXZH-4W7C,359,956.72 GB,2 minutes ago,Up to date
MR36,LLD AP,e4:55:a8:ad:91:92,60.241.125.142,192.168.128.3,, recently-added ,VIC-LLD-Geelong,Q3KA-Y732-5RF9,16,53.86 GB,2 minutes ago,Up to date
MS210-24P,LLD SW,68:3a:1e:63:7d:28,60.241.125.142,192.168.128.5,, recently-added ,VIC-LLD-Geelong,Q2SX-VQ4L-EDEE,20,74.55 GB,2 minutes ago,Up to date
MR33,LLD_NSW_Cardiff_AP,68:3a:1e:32:34:34,120.151.132.89,192.168.128.4,, recently-added ,NSW-LLD-Cardiff,Q2PD-DG27-BDKZ,2,16.1 MB,2 minutes ago,Up to date
MS210-24P,Lifeline SW,68:3a:1e:63:7d:a8,60.241.125.142,192.168.128.18,, recently-added ,VIC-LLD-Geelong,Q2SX-VQ8W-MJJV,23,27.20 GB,2 minutes ago,Up to date
MR33,Lismore AP,68:3a:1e:32:30:b3,101.187.252.154,192.168.128.3,, recently-added ,NSW-LLD-Lismore,Q2PD-C6MX-LV7W,13,5.49 GB,2 minutes ago,Up to date
MX67,Lismore MX67,ac:17:c8:d0:15:21,101.187.252.154,101.187.252.154,,,NSW-LLD-Lismore,Q2FY-YXWX-T645,17,8.52 GB,2 minutes ago,Up to date
MS130-8P,Lismore SW,bc:33:40:c0:f8:90,101.187.252.154,192.168.128.2,,,NSW-LLD-Lismore,Q4CB-4SQD-ENUN,16,8.39 GB,2 minutes ago,Up to date
MR33,Maitland AP,68:3a:1e:32:11:66,144.139.2.171,192.168.128.4,,,NSW-LLD-Maitland,Q2PD-VSAE-CR4J,26,7.21 GB,2 minutes ago,Up to date
MX67,Maitland MX67,ac:17:c8:cf:e3:8f,144.139.2.171,144.139.2.171,,,NSW-LLD-Maitland,Q2FY-UY84-BLN8,33,15.33 GB,2 minutes ago,Up to date
MS130-8P,Maitland SW,bc:33:40:c0:c3:a0,144.139.2.171,192.168.128.3,,,NSW-LLD-Maitland,Q4CB-NZDG-226M,32,15.18 GB,2 minutes ago,Up to date
MR36,MeetingRoom11,e4:55:a8:ad:8e:b2,60.240.51.190,192.168.200.26,,,NSW-Sydney National Office Level 12,Q3KA-C6F8-V734,75,37.98 GB,2 minutes ago,Up to date
MS210-48LP,Middle-SW2,68:3a:1e:70:b8:18,60.240.51.190,10.60.100.209,, LLA-NationalOffce-SW1 ,NSW-Sydney National Office Level 12,Q2UX-6QEY-ZPN5,264,356.09 GB,2 minutes ago,Up to date
MR33,MiddleSW1-MR33-6,68:3a:1e:32:06:b6,120.151.236.153,192.168.128.3,, recently-added ,NSW-LLD-East Gosford,Q2PD-RU97-KEFV,9,1.31 GB,2 minutes ago,Up to date
MR33,MiddleSW21-MR33-4,68:3a:1e:32:10:57,144.139.1.221,192.168.128.2,, recently-added ,NSW-LLD-Toronto,Q2PD-VF69-DHHE,13,11.69 GB,2 minutes ago,Up to date
MR36,MiddleSW21-MR36-4,e4:55:a8:94:4c:b5,60.240.51.190,192.168.200.13,,,NSW-Sydney National Office Level 12,Q3AJ-Z6RB-DYWB,87,25.19 GB,2 minutes ago,Up to date
MR36,MiddleSW35-MR36-1,e4:55:a8:94:4c:ad,60.240.51.190,192.168.200.17,,,NSW-Sydney National Office Level 12,Q3AJ-J4GR-CSK8,87,6.03 GB,2 minutes ago,Up to date
MS120-8FP,NSW Armidale SW,bc:33:40:bf:1d:f9,123.243.29.158,10.120.42.5,,,NSW-ARMIDALE,Q4AC-L3DH-JX5D,3,45.8 MB,2 minutes ago,Up to date
MX67,NSW-LLD-Islington MX67,ac:17:c8:cf:f0:6d,60.240.175.102,60.240.175.102,, recently-added ,NSW-LLD-Islington,Q2FY-VZWZ-428Q,67,102.25 GB,2 minutes ago,Up to date
MX67,NSW-Mudgee MX67,ac:17:c8:cf:d4:77,101.173.228.13,192.168.0.113,, recently-added ,NSW-Mudgee ,Q2FY-AWK6-PEVT,0,None,57 days ago,Not up to date
MS130-8P,NSW-Mudgee-SW,bc:33:40:c1:15:2e,1.145.28.3,192.168.1.37,,,NSW-Mudgee ,Q4CB-KU3Q-EUPK,0,None,42 days ago,Up to date
MX67,NSW-Nth-Sydney-R,08:f1:b3:65:61:15,14.200.176.42,14.200.176.42,,,NSW-Nth-Sydney,Q2FY-AQVW-59EQ,17,66.17 GB,2 minutes ago,Up to date
MS120-24P,NSW-Nth-Sydney-SW,00:84:1e:11:ce:b5,14.200.176.42,10.110.98.2,,,NSW-Nth-Sydney,Q4DD-PUKJ-MT77,15,29.57 GB,2 minutes ago,Up to date
MX67,NSW-Sydney Level 9 MX,ac:17:c8:cf:fd:f3,14.200.133.78,14.200.133.78,,,NSW-Sydney National Office Level 9,Q2FY-X4UW-7BVJ,67,68.63 GB,2 minutes ago,Up to date
MS120-24P,National Office Level 9 SW,00:84:1e:0c:50:18,14.200.133.78,10.110.90.3,,,NSW-Sydney National Office Level 9,Q4DD-MNQD-SYZ6,67,68.38 GB,2 minutes ago,Up to date
MR33,Nelson Bay AP,68:3a:1e:32:2e:a7,110.143.93.202,192.168.128.3,,,NSW-LLD-Nelson Bay,Q2PD-BG2G-VVYM,13,2.99 GB,2 minutes ago,Up to date
MX67,Nelson Bay Router,08:f1:b3:66:3a:6b,110.143.93.202,192.168.15.2,,,NSW-LLD-Nelson Bay,Q2FY-JBFU-YA89,18,6.26 GB,2 minutes ago,Up to date
MS130-8P,Nelson Bay SW,bc:33:40:c0:de:e9,110.143.93.202,192.168.128.2,, recently-added ,NSW-LLD-Nelson Bay,Q4CB-EUDN-2342,17,6.15 GB,2 minutes ago,Up to date
MS210-24P,Nowra-24Ports,68:3a:1e:63:6a:28,123.243.29.158,10.120.17.9,, recently-added ,NSW-Nowra,Q2SX-TB2V-C2GP,14,32.82 GB,2 minutes ago,Up to date
MS130-8P,Orange-new SW,bc:33:40:c0:b5:30,60.240.51.190,192.168.200.30,, recently-added ,NSW-Orange,Q4CB-4G6H-SD38,0,None,11.3 weeks ago,Not up to date
MX67,QLD-IpswichMobile1-MX,ac:17:c8:cf:f0:f7,1.146.92.121,192.168.5.30,, recently-added ,QLD-IPSwich-Mobile1,Q2FY-W34C-DSE8,0,None,41 days ago,Up to date
MX67,QLD-IpswichMobile2-MX,ac:17:c8:cf:fd:45,1.146.95.99,192.168.1.79,, recently-added ,QLD-Ipswich-Mobile2,Q2FY-X3D3-R4EN,9,11.08 GB,2 minutes ago,Up to date
MS120-8FP,QLD-IpswichMobile2-SW,ac:17:c8:65:e5:e5,1.146.95.99,192.168.128.2,, recently-added ,QLD-Ipswich-Mobile2,Q2CX-7HE3-6XAS,8,10.73 GB,2 minutes ago,Up to date
MS120-8FP,QLD-Mackay-SW,ac:17:c8:65:d8:9e,14.202.42.202,192.168.128.3,, recently-added ,QLD-Mackay,Q2CX-64YM-ZSXX,5,6.70 GB,2 minutes ago,Up to date
MX67,QLD-Southport,ac:17:c8:cf:e3:41,60.240.193.74,60.240.193.74,, recently-added ,QLD-SouthPort,Q2FY-UXNE-BPEY,13,36.78 GB,2 minutes ago,Up to date
MS120-8FP,QLD-Southport-SW,ac:17:c8:65:e3:04,60.240.193.74,192.168.128.7,, recently-added ,QLD-SouthPort,Q2CX-77HA-5P35,12,36.42 GB,2 minutes ago,Up to date
MR33,Raymond Terrace AP,ac:17:c8:11:b5:b8,58.162.221.134,192.168.128.4,, recently-added ,NSW-LLD-Raymond Terrace,Q2PD-RB28-5CAN,4,1.06 GB,2 minutes ago,Up to date
MX67,Raymond Terrace MX67,ac:17:c8:cf:dd:17,58.162.221.134,192.168.15.3,,,NSW-LLD-Raymond Terrace,Q2FY-BMRG-25RE,5,3.71 GB,2 minutes ago,Up to date
MS130-8P,Raymond Terrace SW,bc:33:40:c0:da:7c,58.162.221.134,192.168.128.3,,,NSW-LLD-Raymond Terrace,Q4CB-KCL4-U4JD,4,3.54 GB,2 minutes ago,Up to date
MR33,Rutherford AP,68:3a:1e:32:07:1e,110.143.93.191,192.168.128.3,, recently-added ,NSW-LLD-Rutherford,Q2PD-RZYG-XJLZ,10,6.94 GB,2 minutes ago,Up to date
MX67,Rutherford MX67,ac:17:c8:cf:e6:53,110.143.93.191,192.168.15.3,,,NSW-LLD-Rutherford,Q2FY-V72W-S5SP,13,7.42 GB,2 minutes ago,Up to date
MS130-8P,Rutherford SW,bc:33:40:c0:fe:c0,110.143.93.191,192.168.128.2,, recently-added ,NSW-LLD-Rutherford,Q4CB-9NLZ-9VXB,12,7.25 GB,2 minutes ago,Up to date
MR33,Singleton AP,68:3a:1e:32:10:59,110.142.92.207,192.168.128.4,, recently-added ,NSW-LLD-Singleton,Q2PD-VF6F-BK8Y,7,1.80 GB,2 minutes ago,Up to date
MX67,Singleton MX67,ac:17:c8:cf:dd:2f,110.142.92.207,192.168.15.2,,,NSW-LLD-Singleton,Q2FY-BMZV-W7S8,12,7.01 GB,2 minutes ago,Up to date
MS130-8P,Singleton SW,bc:33:40:c0:e7:29,110.142.92.207,192.168.128.3,,,NSW-LLD-Singleton,Q4CB-9S93-YAHR,12,6.88 GB,2 minutes ago,Up to date
MS210-48LP,TOP-SW2,08:f1:b3:11:80:f1,60.240.51.190,10.60.101.143,,,NSW-Sydney National Office Level 12,Q4AU-9VX4-JECM,261,348.06 GB,2 minutes ago,Up to date
MR36,Thorton AP,e4:55:a8:94:4a:54,110.142.141.25,192.168.128.4,,,NSW-LLD-Thorton,Q3AJ-78TC-TPJR,19,13.22 GB,2 minutes ago,Up to date
MX67,Thorton MX67,ac:17:c8:cf:dd:a7,110.142.141.25,192.168.15.2,,,NSW-LLD-Thorton,Q2FY-BNXH-UEW4,25,16.55 GB,2 minutes ago,Up to date
MS130-8P,Thorton SW,bc:33:40:c0:d2:3c,110.142.141.25,192.168.128.3,,,NSW-LLD-Thorton,Q4CB-3J4P-SHY9,24,16.43 GB,2 minutes ago,Up to date
MS210-48LP,Top-SW1,68:3a:1e:70:bb:28,60.240.51.190,10.60.101.55,,,NSW-Sydney National Office Level 12,Q2UX-6SNE-AG6F,260,488.82 GB,2 minutes ago,Up to date
MS120-24P,VIC-Albans-SW,00:84:1e:0c:7e:8a,27.32.231.106,192.168.128.2,,,VIC-Albans,Q4DD-DPG7-HJ43,17,33.22 GB,2 minutes ago,Up to date
MS210-24P,VIC-Bendigo,68:3a:1e:63:7c:68,125.254.17.46,192.168.128.3,, recently-added ,VIC-Bendigo,Q2SX-VPSE-FT2C,13,17.90 GB,2 minutes ago,Up to date
MS210-24P,VIC-Prahran,68:3a:1e:63:7c:a8,14.201.213.222,192.168.128.5,, recently-added ,VIC-Prahran,Q2SX-VPUZ-FXTS,12,73.24 GB,2 minutes ago,Up to date
MS210-24P,WA-Perth-SW,68:3a:1e:63:6a:a8,124.148.246.178,192.168.128.2,,,WA-Perth,Q2SX-TB55-YPTS,35,183.09 GB,2 minutes ago,Up to date
